feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,id
-0.00383586,-0.456421,0.1580231,0.8246531,-0.028576545,0.11715182,0.15720731,0.31752208,-0.5696355,0.71840024,-0.07765822,-0.23100594,-0.29935008,0.46981916,0.23170348,-0.108397365,4697
-0.3880319,0.7686344,-0.45291933,-0.23313172,0.5778612,-0.08414895,0.399332,-0.6151582,-0.5236649,0.16784158,0.039544333,-0.2279628,-0.3248659,0.2057501,-0.094193414,-0.69367814,4698
-0.2079722,-0.46883374,-0.5233296,0.19335385,-0.15062161,-0.25577942,0.34934232,-0.53237116,-0.40368918,-0.18525141,-0.13595404,0.4148985,-0.1954568,0.00043610105,-0.40310836,-0.73909074,4705
0.48839456,0.03560268,-0.27261913,0.6317052,0.45449132,0.5064965,-0.21093947,0.07927945,-0.44647357,0.7637762,-0.18517137,-0.00964461,0.08245453,0.3670307,0.54112667,0.11316265,4727
-0.29397047,-0.19302478,-0.24479705,-0.65710694,0.56848466,0.27884093,0.49915385,-0.2202898,-0.63010615,-0.2808675,0.46971405,0.40885496,-0.1947824,-0.61234885,0.40861127,-0.8137618,4745
-0.025644628,-0.3281764,-0.12027642,0.67479515,0.103122994,0.5076828,0.027149659,0.14085227,-0.31688914,0.08862977,-0.46567413,-0.2836451,-0.004818059,0.5290538,0.31118634,-0.38566,4805
-0.048138965,0.26218054,-0.46990737,0.52848846,-0.1668332,0.6656423,0.08463318,0.49760553,0.51876146,-0.39652476,0.12712501,-0.008809576,-0.47766387,0.2174293,0.1575886,-0.6169642,4829
-0.5498231,0.35177258,-0.5214064,-0.33247864,0.43821037,-0.4124453,0.38494742,0.043347396,-0.44280115,0.011162443,0.25967908,0.13933276,-0.042279,-0.13234502,0.3440512,-0.7619892,4833
0.5102659,-0.05669358,0.21525845,0.5514047,-0.10295544,0.21523379,0.24633667,0.5781602,-0.41087222,0.62395275,-0.09588743,0.3375892,-0.32754645,0.21579687,-0.20686422,-0.34649897,4847
-0.20651314,-0.43794534,-0.26416025,0.7242638,-0.40952235,-0.15895058,0.44206053,0.4071128,-0.16415037,0.26524076,0.22421148,0.11229111,-0.1943328,0.387628,-0.43672314,-0.6732932,4862
-0.5369591,-0.5942229,0.017232735,-0.04635114,0.7587286,-0.37886268,0.31680894,-0.59445286,-0.7778382,0.11846053,-0.17626072,0.09885868,0.11185308,-0.21360067,-0.27081856,-0.66607463,4883
0.654508,-0.03426128,-0.46628934,0.4531029,-0.07517899,-0.19201255,0.022462416,0.017769704,-0.7012014,0.23928468,-0.36384428,0.7638766,-0.52820337,0.15851857,0.26370144,0.14424673,4884
0.0076508923,0.097113766,-0.39235026,-0.14122975,0.115966134,0.023798037,0.0148931295,-0.015637163,-0.56958944,-0.017879799,-0.0673916,0.657552,-0.18364362,-0.31577826,-0.08207873,-0.80609965,4906
-0.5123174,0.35569546,-0.25248063,0.03469634,0.27439612,-0.15936264,0.18884152,0.24093506,-0.73797387,-0.32811102,-0.13986419,0.07077669,0.18345457,-0.091963634,0.6887225,-0.78838915,4914
-0.657172,-0.022255244,-0.80685055,-0.42009148,0.81489587,-0.3513272,0.20158298,-0.22537617,-0.8165758,-0.53224385,0.50780964,0.100739814,0.2882876,-0.21066543,0.6657624,-0.7041111,4931
-0.47082093,-0.37812254,-0.24336998,0.44428307,0.20700514,-0.42080492,0.7156813,0.35209286,-0.1654213,0.020577103,-0.027604356,-0.19737604,0.006237127,0.2717936,-0.112375386,-0.8000601,4932
-0.32419583,-0.32089627,0.11553622,0.598007,-0.21452287,-0.13182797,0.60625464,0.13308339,-0.33723,0.33328852,0.30408254,0.16705628,-0.05193874,-0.115853116,0.23490474,-0.6818939,4951
-0.37217143,-0.11940348,-0.7007207,0.65927756,-0.446832,-0.13469239,0.34231168,0.05460397,-0.57526743,0.07376088,-0.3348736,-0.02768452,-0.4073926,0.21822019,-0.591592,-0.24844061,4956
-0.8048051,0.021727879,-0.304237,-0.16049287,0.15357953,-0.19815612,0.57938826,0.07414347,-0.52148825,0.22181502,0.31060752,0.08305191,-0.0048154364,-0.13943799,0.4466413,-0.69171077,4972
0.13682148,-0.45959195,-0.6341903,0.19916493,-0.34871194,-0.032804914,0.42593822,0.14030515,-0.4514865,-0.097462796,-0.6701673,-0.23236851,-0.13070206,-0.21116577,-0.2513438,-0.8069019,4977
-0.7382436,-0.58295196,-0.0899408,-0.6402442,0.5362054,-0.14786687,0.8424433,0.10258732,-0.2975044,0.22270629,-0.090993546,-0.2831159,-0.018477777,0.19045769,0.4801497,-0.5140724,4996
0.5621146,-0.22192991,-0.33695084,0.8513211,-0.12242065,-0.031749908,0.16704784,0.10824392,-0.033957426,0.0946725,0.05675849,0.7577687,-0.42427713,0.06580825,0.047282085,-0.15866518,5050
-0.6816068,-0.10903947,-0.040669195,0.36498335,0.42859444,-0.28055984,0.47056735,-0.24308355,-0.009983236,0.48350868,-0.0311064,-0.32077116,-0.4438977,0.31446126,-0.3186016,-0.58049744,5054
-0.36843345,-0.3424543,0.30203572,-0.12237443,0.5324829,-0.2514018,0.4657612,-0.051628023,-0.531664,-0.27973518,-0.36888984,0.65152276,-0.04609265,-0.4277403,-0.027372856,-0.81516594,5055
-0.2355509,-0.19246148,-0.4897812,-0.5385241,0.66920257,-0.11535855,0.23447599,-0.18790422,-0.71956617,-0.0051880605,0.14120977,0.46419382,0.095979005,-0.5735823,-0.40915278,-0.8060473,5056
-0.25478142,-0.49755448,0.119567595,0.42161778,0.0021181966,-0.28584915,0.55358773,-0.48061764,-0.6228763,0.025831107,-0.3081488,0.28921947,0.12390557,0.022177447,0.03961933,-0.74942434,5069
-0.22694746,-0.25110337,-0.083035894,0.20424981,-0.2655509,-0.055607606,0.45860955,0.44588134,-0.35838652,-0.011511233,0.12654766,0.5282259,-0.5201928,-0.59858483,0.3831924,-0.53855443,5071
0.37419668,0.07911949,0.334328,0.57068574,0.09121643,0.09768655,0.4769477,0.50296396,-0.40785655,0.45290706,0.051777657,0.46898636,-0.38748685,-0.4480578,-0.112091884,-0.39113134,5085
0.105164945,-0.22827534,0.14508359,-0.00077612675,0.17163514,0.055425897,0.5471553,0.5002596,-0.29276153,0.29267114,0.07594745,0.23635408,-0.20968832,-0.12649533,-0.01263131,-0.7311618,5087
-0.4434237,0.0663701,0.09973011,0.39625126,-0.211683,-0.13689613,0.48194456,-0.40432596,-0.50334567,0.102427274,-0.3545589,0.13432668,0.07809842,0.01961688,0.35552403,-0.79978466,5112
0.46562836,0.0755364,0.17698784,0.8789121,0.65537643,0.008797432,0.040127918,0.05554773,-0.059527885,0.0053399736,-0.21828857,0.6485503,0.14863019,0.076727584,-0.27064475,-0.6123026,5137
-0.755965,0.39937732,-0.18894671,-0.03409552,0.12577207,0.055351187,0.19780362,0.79668707,-0.62003237,-0.40427908,0.021854525,-0.020330114,-0.30785808,0.7155449,0.5284179,-0.5999611,5154
0.23963387,-0.43887016,-0.16419512,0.38314384,-0.29751414,0.34118775,0.4119732,-0.10434298,-0.46952918,0.24155492,0.21797924,0.14203086,-0.40766078,-0.010257647,-0.48052806,-0.5374598,5169
-0.10428171,-0.027397672,0.41357434,0.42663276,0.4428723,0.008901523,0.654418,0.12871629,-0.23925957,-0.5650455,0.062262263,0.61425364,-0.29929703,-0.34084222,0.042358123,-0.7090404,5181
-0.5103852,0.0816787,-0.23664312,-0.35580978,0.6015757,-0.25114855,0.42958763,-0.40805888,-0.5480873,0.33628199,0.09889459,-0.04791206,0.1883004,-0.14361869,0.39392698,-0.83386725,5191
-0.13112363,-0.2309922,0.31667802,0.54777193,0.29680455,0.31922194,0.46699065,-0.09958002,-0.2653744,-0.42273742,-0.357492,0.35788694,0.2889713,0.11482053,0.35501328,-0.76542354,5223
-0.38901347,-0.060910776,-0.6760339,0.7413616,0.0817649,0.25122443,-0.61178464,0.23185477,0.7619007,0.42588392,-0.49489754,-0.040211152,0.07631192,-0.32613307,0.19732234,-0.7147127,5226
-0.22765519,0.08863006,-0.29460052,0.63589376,0.28468436,0.4255562,-0.45570156,-0.6251566,-0.26706433,-0.06144793,0.17855884,0.19553225,0.0013544699,-0.18998939,0.38088992,-0.7339147,5237
-0.27780184,-0.33484116,-0.28001884,-0.5399323,-0.180822,0.08505443,0.67746294,0.59630316,-0.64600027,-0.029974177,-0.04471066,0.17103581,-0.30011898,-0.22538927,0.74366647,-0.542288,5239
0.44124436,-0.3276624,-0.45707136,0.7129538,0.3289702,0.22830468,-0.30941108,-0.37103269,-0.5187331,0.46998185,0.043284457,0.23874645,-0.08276973,0.16966057,0.40264177,-0.10608505,5287
0.106999055,-0.15592046,-0.07794469,0.74771506,0.063986406,-0.3391114,0.6136731,-0.14252073,-0.19681816,0.763557,0.31209755,-0.24665855,-0.31675342,0.07848782,-0.42480907,-0.6533486,5293
-0.5812136,-0.29248768,-0.16489688,-0.51305115,0.33283725,-0.12803075,0.69045675,-0.47474355,-0.20399724,-0.31499594,0.36817956,0.75877637,-0.35276124,-0.37737167,-0.12688848,-0.6982748,5317
-0.011195698,-0.66191596,-0.4668391,-0.07114786,-0.3002243,0.23336555,0.33250642,0.3872987,-0.11736021,0.132688,-0.8644453,-0.6972597,-0.56793433,-0.46278343,-0.16842145,-0.7346221,5318
-0.48887366,0.097950265,0.20570195,0.7452579,-0.00073769665,0.14686725,0.1084972,0.14971144,-0.42617097,-0.02508327,0.12634254,0.3484947,0.052883193,-0.39297208,0.50216895,-0.58759516,5320
-0.33807912,-0.25524646,-0.12516266,-0.2474938,-0.047141626,-0.030830722,0.47591728,0.504357,-0.6961181,-0.05463468,0.045586154,0.4660862,-0.30883563,-0.51858866,0.58835196,-0.5612865,5327
-0.009226238,-0.086165465,-0.20344174,-0.27925032,0.20683908,0.074483454,0.46990815,0.32249427,-0.7323869,-0.019681562,0.00067858386,0.36517847,-0.21474366,-0.29440185,0.6052774,-0.5221402,5345
0.45821658,0.08540925,-0.08343459,0.647445,0.050337482,0.11012416,0.026742857,0.1976195,-0.4917025,0.7361404,0.057494357,0.27054828,-0.45521808,-0.08937219,-0.2878897,-0.22382268,5360
-0.1744496,-0.31958738,-0.38617325,-0.29421765,0.6274463,0.77159953,0.42158377,0.60903764,0.12737787,-0.74929076,-0.17029603,-0.69369256,-0.39734763,0.19193052,0.13526373,-0.84895366,5363
-0.23117676,-0.28311825,-0.48091492,-0.14103262,-0.18184952,0.40127635,0.4638552,0.6162843,0.018248348,-0.38779652,-0.14991911,-0.2756378,-0.63678914,-0.50410324,0.33792543,-0.76761276,5401
0.15296216,-0.45725897,0.2908357,0.5994783,-0.06598547,0.2708708,0.39278156,0.30859077,-0.49033594,0.10209114,-0.3698111,-0.043715343,0.18711144,0.38262072,0.25926137,-0.69320434,5430
-0.5856952,0.54937553,-0.39620724,-0.2526069,0.718207,-0.13893002,0.5053422,-0.12967874,-0.5661861,-0.05685354,0.10436753,-0.33006513,0.28673905,-0.119945996,0.060089782,-0.8881277,5434
0.039285798,-0.30550072,-0.7816498,0.02332105,-0.06736669,0.31089467,0.34349152,0.3724912,0.11302296,-0.31497598,-0.5073475,-0.5432061,-0.38376123,0.26550797,-0.48274744,-0.8327917,5472
-0.44361958,-0.2054356,-0.54088837,-0.13506368,0.2379103,0.05523013,0.17067216,-0.22124322,-0.75688213,0.04494594,0.08601011,-0.052384056,-0.13768904,-0.3046606,-0.7327545,-0.8054854,5477
-0.63006896,0.3049795,-0.18015736,-0.15872207,-0.14682047,0.06579633,0.5763367,0.45232174,-0.59527344,0.2762074,0.2958188,0.15456107,-0.2534515,0.18506497,0.30275673,-0.55568385,5496
0.49655816,0.3045252,-0.7490077,0.5845891,0.37741545,0.7298644,-0.38799962,0.06835135,-0.22734976,0.5700459,0.31746435,0.16524597,0.05920533,0.13928357,0.07724371,-0.1407851,5515
0.64480835,0.4479382,-0.5399279,0.38628837,0.124974556,0.6911833,0.045088302,0.22534342,0.15258692,-0.03412993,-0.06940711,0.114083074,-0.15940255,0.27597687,0.016032461,-0.62841535,5538
0.70991606,-0.24617344,-0.41244084,0.7760161,-0.025188152,0.30084145,0.025794055,0.23589742,-0.5767185,0.7233951,-0.0044927294,0.17060196,-0.08181942,0.18701589,0.07744664,0.032548662,5561
0.5285141,-0.41016132,-0.20746982,0.4242384,0.42936885,0.07555038,-0.23912095,-0.13984416,-0.79336715,0.7999443,-0.33532858,-0.3105002,-0.7994117,0.028729966,-0.44975948,0.0038100888,5571
0.049284063,0.2801269,-0.4448551,0.6854799,-0.39737746,0.13225606,0.3078671,0.4685481,-0.2100252,0.5026055,-0.23859356,0.23707892,-0.85517496,0.6404466,-0.3525405,0.58299714,5582
-0.54721594,0.581661,-0.43034798,-0.011695701,0.4541121,-0.15600851,0.35415304,0.09381122,-0.68109804,-0.19139971,0.043984976,-0.1133818,0.2559097,-0.040219493,0.22147273,-0.84545153,5589
0.47767225,-0.023915488,-0.57265407,0.7744861,0.052575976,0.1867736,-0.2725144,0.13767515,-0.47440022,0.5340203,0.39437383,0.33429924,-0.2947448,0.069462635,0.3561673,-0.16780439,5601
0.3641957,0.127432,-0.39470515,0.7709211,0.14566702,0.5346934,0.020052483,-0.17517143,0.78514874,-0.059498157,-0.08701619,0.095939845,-0.20355621,-0.37963253,0.012802132,-0.81851816,5614
-0.16108978,-0.09021603,-0.3560224,-0.696274,0.48087117,0.53484464,0.22766764,-0.32914707,-0.78948236,0.026880937,-0.13622057,-0.19677335,-0.2935421,-0.560822,-0.004323887,-0.7757544,5628
-0.42909813,-0.20438226,-0.35288396,0.23713861,0.02528724,0.72221345,-0.06157102,0.21696213,-0.19751537,-0.16199686,-0.2621375,-0.54095364,-0.16550538,-0.29195744,0.63491255,-0.51886874,5695
-0.10201132,0.023572456,-0.71487075,0.32983682,-0.14215578,-0.058929674,0.1579472,0.16915683,-0.48414284,-0.14452943,0.055519868,0.1547527,-0.23562914,0.5224754,-0.47684664,-0.71577144,5727
0.4936309,-0.3623395,0.07055635,0.7095292,-0.1512872,0.4820764,0.07477639,0.040562604,-0.49060225,0.70617217,-0.53582406,-0.19930236,-0.54220605,0.34356016,0.45853314,0.3000676,5732
-0.07656255,-0.35531184,0.37852398,0.68599117,0.14272942,0.52917296,0.111709915,0.3311588,0.102975585,0.14531164,-0.2872948,0.2278839,-0.35517985,-0.12158126,0.016566854,-0.4356244,5762
0.14449814,-0.48141876,0.33135083,0.68592757,0.22371124,0.22807945,0.4601968,0.37376502,-0.6295034,0.37707818,-0.2757417,0.019666933,0.14565131,0.044929776,-0.3860371,-0.5309312,5775
-0.002026503,-0.30281267,0.03159612,0.5945919,0.5106234,-0.12615293,0.5100618,0.09087032,-0.5716155,0.31911185,-0.2772497,-0.18970919,0.07034273,0.36282122,0.41406363,-0.0658326,5778
0.24364465,-0.34649265,-0.38514528,0.4536693,-0.43480512,0.32277516,0.12081894,-0.027566537,-0.5470516,0.46529022,0.026783852,-0.004187932,-0.50602293,0.04050874,-0.43384954,-0.49794585,5787
0.42568567,-0.02554251,0.21733527,0.6422561,-0.20527686,0.5920116,0.20669177,0.19286942,-0.5692583,0.4384872,-0.27246612,0.36359623,0.12241673,-0.016336082,0.22921914,-0.38026968,5788
-0.5246987,0.23111698,-0.1267214,-0.035461284,0.29805064,-0.0485472,0.32088223,0.5918637,-0.41995597,-0.36124983,0.10282448,-0.16249575,-0.40423965,0.78457475,0.46098945,-0.6326254,5793
-0.32561228,-0.40529773,0.20153871,-0.20168453,0.39754233,-0.22291064,0.49176785,0.16493146,-0.57838625,-0.29922548,-0.099336766,0.724731,-0.2512141,-0.66975015,0.39716843,-0.6454404,5807
-0.44062278,0.32418537,-0.12932067,0.6152203,0.2163644,0.38037214,-0.12843528,-0.09206037,-0.40751657,-0.027973218,0.16829331,-0.006909781,0.2817532,-0.49632514,0.35139275,-0.83854026,5814
-0.47611174,-0.1702942,-0.11856711,-0.15845318,0.2813901,-0.10439181,0.13039859,0.1568691,-0.21575364,-0.3434765,0.07449021,0.3262769,-0.5560292,-0.63620394,0.26022002,-0.6997211,5836
-0.53114253,0.06153525,0.11852311,0.8336314,0.06248601,0.7156929,-0.06920204,0.14457117,0.3880852,0.17820436,-0.24753329,-0.114654824,-0.2323546,0.2954537,0.15139808,-0.30291232,5862
-0.078963496,-0.14473142,-0.019369802,0.6429761,0.5589766,0.658298,0.3800063,0.763509,0.30856273,-0.07045966,-0.18758443,-0.61833125,-0.13929491,0.4569713,0.012671091,-0.39331466,5924
-0.57597524,-0.27785033,0.074463405,0.7074238,-0.00082260347,0.7703021,0.17273356,0.46142262,0.19142295,0.019307997,-0.6384111,-0.34419176,-0.1249447,0.6048337,0.17143781,-0.10755206,5926
-0.38796508,0.6996735,-0.4373865,-0.7780276,0.53061646,0.029697444,0.58586717,-0.17306992,-0.19075707,-0.039570473,0.34464952,0.0184159,-0.5869906,0.50863385,-0.105777636,-0.81420624,5939
-0.37027234,0.15238184,-0.34696186,0.59317577,0.60920364,0.8034542,0.037292264,0.6976484,0.003482715,-0.32094267,-0.07768868,-0.5906515,-0.29264233,0.60068744,0.292535,-0.07102188,5991
0.009824146,-0.46909526,-0.20167005,0.15909515,-0.059573233,-0.16494775,0.35321778,0.4362685,-0.5258686,0.22019581,-0.5892829,-0.14245836,-0.23778011,0.47745374,-0.1726557,-0.5718962,5997
0.09187338,0.06731216,-0.029594537,0.91133076,0.23076075,0.61650974,0.26483557,0.37754932,0.81503516,-0.39027715,-0.08014902,0.38360834,-0.109896906,0.20819102,-0.09210383,-0.44342536,6029
0.14733922,-0.2957487,0.49409318,0.19619438,0.035602532,0.27590325,0.6913994,0.4999462,-0.5620519,0.060269143,-0.3060458,0.6333852,0.29903424,-0.2916132,-0.031061418,-0.7147551,6030
-0.46153152,-0.21910383,-0.007041278,0.75472313,-0.42154405,-0.20140135,0.44714102,0.44966257,-0.19346835,0.6355435,0.30104804,0.020137029,-0.6029044,0.2574603,0.16927324,-0.23872298,6037
-0.3502445,-0.3452743,-0.50082934,0.039763078,0.16414721,0.14940423,0.27516076,0.40794668,-0.1609595,-0.2747381,-0.15056138,-0.36633095,-0.31916228,-0.75150687,0.29024222,-0.74069715,6042
0.11155795,-0.7180195,0.15289262,0.48251703,0.32581177,-0.30782172,0.24638517,-0.2983543,-0.11567726,-0.11589431,-0.67488027,0.2956889,-0.2939479,0.2884419,-0.02785449,-0.68832606,6050
-0.3691057,-0.0063738553,-0.1369235,0.043336798,0.36981863,-0.2863626,0.2762045,-0.1953515,-0.829064,-0.027531754,0.048698287,-0.037429716,0.28952545,-0.48565474,0.6831183,-0.78265995,6060
0.49580997,0.093517326,-0.3228309,0.5835561,0.5455191,0.56516135,-0.33503392,-0.10076242,-0.4304803,0.8746814,-0.3119076,-0.10646619,0.014689461,0.36059493,0.4857168,0.20972033,6099
0.8632537,0.13235974,-0.3412628,0.67893577,0.51308155,0.19234636,0.006873424,0.2510288,-0.6113337,0.8145738,0.19091892,-0.10255114,-0.307411,-0.034415368,-0.24102698,-0.04628243,6117
-0.45562068,-0.13594927,0.035150133,0.8144032,-0.3091233,0.07918112,0.096513204,0.28123063,-0.5662677,0.5439115,0.2477102,-0.065276705,-0.3645588,-0.062073402,0.4919407,-0.32341954,6134
0.5503713,-0.38549754,-0.08449552,0.8130636,0.19752865,0.1645446,-0.074023254,0.05993968,-0.27138045,0.6429547,0.24414138,0.42127627,-0.126507,0.12478804,-0.05974839,-0.3934032,6166
0.0063865944,0.33305046,-0.38232514,0.34050557,-0.12507376,0.32353985,0.045193154,-0.46350062,-0.7233524,0.6194122,0.2398985,-0.30538878,-0.8239675,0.63090676,-0.30406466,-0.21696532,6196
0.5682265,-0.49887237,0.071705826,0.49100274,0.3446363,0.43085018,0.1573546,0.06630157,-0.60522735,0.5136641,-0.58004385,-0.35241312,-0.29720494,0.5007531,0.6579218,0.15108775,6205
0.19606094,-0.032994054,0.30611315,0.43157268,0.3743046,0.10391341,0.7665476,-0.022467095,0.18422925,-0.38198733,0.074443445,0.6382045,-0.46760607,-0.53753597,-0.37212586,-0.6995722,6206
0.25240403,-0.37381473,0.06355015,0.6815692,-0.1628301,0.28322673,0.14711516,0.33977848,-0.51705563,0.49898425,-0.14222498,-0.014357801,-0.18880528,0.19563213,0.34684226,-0.2848927,6221
-0.42303398,-0.59937704,-0.09463823,0.1906077,0.14163888,-0.24675043,0.1940719,-0.09432119,-0.56305206,0.32320777,-0.40125862,-0.24407445,-0.19004883,0.47291344,-0.010937261,-0.5929296,6223
-0.33503976,0.22540812,-0.07127149,0.50628185,-0.2608211,0.28913137,0.12200005,0.12577629,-0.40855423,-0.11061681,-0.32638395,-0.20248662,-0.023746703,0.35942748,0.55267227,-0.67934245,6231
-0.115902126,-0.123087086,0.14783804,-0.29242527,0.31166217,-0.2546609,0.54026365,0.041637406,-0.46419138,-0.038669065,-0.2655185,0.7356886,-0.24543072,-0.41309965,0.28518224,-0.64812946,6235
0.2212304,-0.13481481,0.15801194,0.7090761,-0.18804254,0.17164497,0.4179335,0.45579198,-0.6511547,0.19875887,-0.30468783,0.4808641,0.34348008,-0.02178825,-0.26806444,-0.6449565,6240
-0.2616393,0.16273208,-0.060563438,0.078392744,0.4320931,0.2086404,0.63947487,0.21106376,-0.8651357,-0.15041654,-0.15817195,0.27225626,0.5825135,-0.3324896,-0.48938134,-0.8350037,6266
0.22206835,0.07704419,-0.05807853,0.72608995,-0.09916044,-0.08515377,0.48735824,0.25062206,-0.29646605,0.75731564,0.2792729,-0.1196441,-0.42215088,0.29236403,-0.5331719,-0.40338898,6274
-0.2224679,-0.7788287,0.45965743,0.17704701,0.35904855,-0.2724279,0.70646125,-0.6013323,-0.096125446,0.052781966,-0.46973342,0.6399341,-0.35908136,-0.0017895416,-0.46584198,-0.32973707,6287
-0.1990535,0.05018837,-0.3696353,0.64663404,-0.36491588,0.3590188,-0.089344434,0.139787,-0.24858214,-0.16897286,-0.5317653,0.5871179,0.13740042,0.4298882,-0.01664938,-0.56313,6329
0.28258482,0.09033316,0.062274944,0.65694124,0.817034,0.6128199,-0.2014611,-0.54743975,-0.1855899,-0.28987172,0.30544534,0.41968435,0.3626878,0.20344661,0.22327003,-0.816135,6336
-0.18079904,-0.2775887,-0.42542037,0.37434015,0.17644337,0.3209856,0.07424331,0.42911538,-0.16145678,0.0006312578,0.10957687,-0.14660642,-0.31249627,0.7048501,0.25774533,-0.44099957,6339
-0.19797267,-0.41943,-0.51676893,-0.87366,0.7447908,0.3010215,0.3598919,-0.43691868,-0.79952186,-0.21200235,0.19958654,-0.11806116,0.010215195,-0.62076664,0.48583978,-0.8027384,6347
-0.33168957,-0.42647812,-0.31006914,-0.63560855,0.14844556,0.39869675,0.53783697,0.04597454,-0.41200224,0.29001436,0.44534823,0.04324516,-0.44039604,0.12695536,-0.14292204,-0.7360016,6350
-0.12385804,-0.17613947,-0.031947434,0.4327686,0.08676737,0.45963457,0.3402969,0.2542168,0.4522525,-0.69543916,0.1978351,0.26621136,-0.4261479,-0.08598446,0.30438468,-0.85639304,6366
-0.29515463,-0.2540427,-0.49195674,-0.61303407,0.6607707,0.058330934,0.45837033,-0.63585645,-0.53196144,-0.35756296,0.46485075,0.87632114,0.2711409,-0.17850754,-0.6113379,-0.85595906,6386
0.27769595,-0.32875308,0.13210414,0.3719658,0.15413561,0.30396536,0.3903959,0.49459818,-0.5336107,0.3869829,-0.1904021,0.30804053,0.13961251,0.1441982,-0.552611,-0.5965081,6408
0.8178622,0.066836044,-0.24247335,0.7973429,-0.21413283,0.19794387,0.13386668,0.040273424,-0.35557142,0.4991254,0.16286044,0.7577573,-0.2929272,0.07116383,0.011050474,0.008636975,6428
0.74808073,0.3416649,-0.49637666,0.7504175,0.5631382,0.30410776,-0.23005939,0.20770627,-0.4184632,0.6336245,0.2833528,0.38705203,-0.15447052,0.18948454,-0.03181171,0.10713798,6445
-0.17773297,0.0785765,-0.34826,-0.20700237,0.4415068,-0.11276459,0.4864462,0.091460675,-0.53581285,0.3074754,0.36305833,0.19013955,0.13577026,-0.21871866,-0.13710968,-0.8277538,6449
0.2968441,-0.30332282,-0.030365484,0.62481874,0.25004196,0.77287185,-0.05440621,0.36915743,0.3566134,0.22412267,-0.11772776,0.016477136,-0.23202257,0.30333942,0.43349925,-0.22795668,6450
-0.25011772,-0.24533044,0.39551604,0.63850147,0.10786195,0.113356315,0.1852128,-0.46371013,-0.48285443,0.07579324,-0.13040318,0.11963598,-0.09153525,-0.24742024,0.5467642,-0.6920338,6464
-0.25658563,-0.07489008,0.36227077,0.62456656,0.04283916,0.16172625,0.44980446,0.6321189,-0.16365145,-0.15296978,0.017875984,0.39653718,-0.22587475,-0.5042335,0.056730315,-0.6008636,6475
-0.10122989,-0.14264502,-0.5957604,-0.042956825,-0.20621084,0.07310415,-0.22197296,-0.17095445,-0.64492726,0.012499365,-0.48717305,-0.02639132,-0.34382173,0.5055266,-0.18735209,-0.68498117,6482
-0.67171556,-0.1045323,-0.10422378,-0.08805399,0.17801471,-0.028710919,0.47461286,-0.28741294,-0.5773443,0.19768715,0.13636513,0.15677892,0.3649784,-0.19115046,0.4486263,-0.8005464,6497
0.15860912,0.18366846,-0.14354715,0.37069175,-0.47128212,0.12446903,0.18154983,0.29457954,-0.3909277,0.2451578,-0.12982753,0.57976365,-0.52612305,0.07780708,-0.097032405,-0.46024278,6510
-0.6473749,-0.339884,-0.4060885,-0.25615445,0.5395414,0.06777495,0.38973594,-0.43038136,0.08839667,-0.5051594,0.060127724,0.12774579,-0.5515926,-0.020642456,0.21328421,-0.66433465,6552
-0.45257145,0.13201307,-0.04480879,0.6217489,-0.026531724,0.105551325,-0.08147228,0.014651447,-0.55454016,0.47343516,0.207124,0.009210563,0.1411866,-0.36359325,0.36339217,-0.71085924,6555
-0.07051153,-0.34002015,-0.5736328,0.4542475,0.096740074,-0.23338132,0.49923196,-0.2373863,-0.417819,-0.067024246,-0.066308625,-0.04808214,-0.17657393,0.2684205,-0.39678425,-0.68394077,6599
0.12356283,-0.20482406,0.5405824,0.69036233,0.3641609,-0.061259013,0.48598185,0.1787436,-0.59396505,0.1643536,-0.84521294,0.11974803,-0.026972929,0.28714502,-0.013666731,-0.30473134,6615
-0.44027483,0.021527642,-0.39737114,-0.065781094,0.6547354,0.24068342,0.5945352,0.598339,-0.43844476,-0.45013905,0.26438883,-0.2581372,0.12150614,-0.3153528,0.30764842,-0.72436535,6631
-0.6859115,-0.31203178,-0.11028106,-0.13892749,0.4273153,-0.28951722,0.71487534,-0.26590574,-0.31270334,0.515342,0.24787833,-0.08524138,0.1660123,-0.04538969,0.1902789,-0.69338775,6692
-0.037086423,-0.04238017,-0.3111201,0.5049417,-0.007089495,0.3225824,0.008905518,0.0933774,-0.43299484,0.06954404,0.15849802,0.38750014,-0.22700772,-0.32043394,-0.75921303,-0.7701474,6702
-0.11027561,-0.4599937,-0.72865885,0.2951857,-0.04633545,-0.09667935,0.26091763,0.39668888,-0.13680032,-0.0049384427,-0.3440919,-0.49820402,-0.22091259,0.047245666,-0.53382504,-0.8499639,6716
0.15644409,0.15265143,0.18382418,0.4052707,0.023467103,0.03614239,0.12625846,0.5133248,-0.40535882,0.81631565,-0.0630956,-0.110707164,-0.57267416,0.09084821,0.31774256,-0.2781418,6720
-0.10138763,0.05947406,-0.31535625,-0.16817133,-0.1537228,0.07166144,0.40596852,0.6636952,-0.6588534,0.015666185,0.028196756,0.44910893,-0.28124434,0.03957133,0.44391793,-0.47946432,6736
0.599301,0.024533935,-0.5642531,0.8264012,-0.21130075,0.1590149,0.012053903,-0.09407907,-0.17966259,0.5586899,0.3327757,0.6008592,-0.32478273,0.14699888,0.02240748,-0.049098283,6739
